<<<<<<< HEAD
tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt,additional_info,building_name,building_no,expiry_date,grade,postal_code,street_name,tel_no,uen_no,unit_no,workhead
PUB000ETT15000318,Public Utilities Board,Provision of Protective Roof Covers for Switchboards at various Waterworks,2016-04-04,Awarded to Suppliers,G-CUBE ENGINEERING PTE. LTD.,140835.0,na,na,67,1/5/2017,L1,408560,UBI CRESCENT,68426806,201314868W,#03-07,ME01
NUSDEPETT16000393,National University of Singapore,(100/C-712-100-001-001) CHEMICAL WASTE COLLECTION SERVICES FOR SOLAR ENERGY RESEARCH INSTITUTE OF SINGAPORE (SERIS),2017-01-10,Awarded to Suppliers,TECHNOCHEM ENVIRONMENTAL COMPLEX PTE. LTD.,188784.0,na,na,23,1/8/2017,L1,639086,TUAS AVENUE 11,68623130,198205353G,na,SY02
NST000ETT17000035,"Agency for Science, Technology and Research","To supply, deliver and install ballasts and light-emitting diode (LED) light bulbs for all laboratories, from Levels 4 to 9 at Institute of Bioengineering and Nanotechnology (IBN).",2017-06-12,Awarded to Suppliers,EZZOGENICS PTE. LTD.,61322.0,na,na,59,1/7/2017,L1,408938,UBI AVENUE 1,67496032,201208665Z,#06-16,CR06
NST000ETT17000084,"Agency for Science, Technology and Research","The system to be purchased shall consist of the following components: a. Calibration of laboratory standard microphones b. Calibration of sound level meters c. Calibration of noise dosimeters d. Calibration of the data acquisition hardware in the system e. Auxiliary equipment (thermo-hygrometer, etc) for proper operation of the system",2017-11-14,Awarded to Suppliers,SHAMA TECHNOLOGIES (S) PTE LTD,488000.0,na,AYER RAJAH INDUSTRIAL ESTATE,67,1/4/2017,L3,139950,AYER RAJAH CRESCENT,67764006,199207028W,#03-01,SY05
NST000ETT17000102,"Agency for Science, Technology and Research","SUPPLY & DELIVERY OF GAS EQUIPMENT AND/OR DESIGN & BUILD, SUPPLY, TESTING, CERTIFICATION AND COMMISSIONING OF BULK OXYGEN (O2) SYSTEM",2017-11-22,Awarded to Suppliers,KELINGTON ENGINEERING (S) PTE. LTD.,6497533.47,na,INNOVATION PLACE,29,1/9/2018,L2,729932,MANDAI ESTATE,66341683,200608338Z,#07-08,ME11
NST000ETT17000160,"Agency for Science, Technology and Research","Supply, delivery, installation, training and commissioning of one unit of high precision automated roundness equipment",2017-12-01,Awarded to Suppliers,SCIGATE AUTOMATION (S) PTE LTD,254449.71,na,na,1,1/8/2019,L2,659592,BUKIT BATOK STREET 22,65610488,198200211W,#01-01,SY05
NTU000ETT14000154,Nanyang Technological University,SOFTSCAPE WORKS TO TWO-STAGE TENDER FOR MAIN BUILDING WORKS FOR CONSTRUCTION OF CLINICAL SCIENCE BUILDING AND EXPERIMENTAL MEDICINE BUILDING FOR LEE KONG CHIAN SCHOOL OF MEDICINE,2015-02-05,Awarded to Suppliers,TROPICAL ENVIRONMENT PTE LTD,285113.0,na,HIANGKIE INDUSTRIAL BUILDING IV,27,1/4/2018,C2,757718,WOODLANDS INDUSTRIAL PARK E1,64511922,198905668D,#03-16,CW01
NTU000ETT16000243,Nanyang Technological University,SUPPLY & INSTALL ARTIFICIAL TURFING AT LEVEL 2 OF EXISTING SCHOOL OF BIOLOGICAL SCIENCES IN NANYANG TECHNOLOGICAL UNIVERSITY,2017-03-01,Awarded to Suppliers,TROPICAL ENVIRONMENT PTE LTD,100272.75,na,HIANGKIE INDUSTRIAL BUILDING IV,27,1/4/2018,C2,757718,WOODLANDS INDUSTRIAL PARK E1,64511922,198905668D,#03-16,CW01
NTU000ETT14000225,Nanyang Technological University,"Proposed Renovation to Toilets at S3,Nanyang Technological University",2015-03-09,Awarded to Suppliers,SHINEWAY ENGINEERING PTE LTD,312809.36,na,METAL HOUSE,38,1/8/2017,C1,349553,GENTING LANE,67492995,199704927G,#07-01,CW01
STB000ETT17000050,Singapore Tourism Board,TENDER FOR RECTIFICATION OF WATER SEEPAGES ON ALL WALLS & WINDOW GLASS PANELS AND INSTALLATION & MAINTENANCE FOR FALL ARREST SYSTEM IN TOURISM COURT,2017-11-07,Awarded to Suppliers,SHINEWAY ENGINEERING PTE LTD,1160691.14,na,METAL HOUSE,38,1/8/2017,C1,349553,GENTING LANE,67492995,199704927G,#07-01,CW01
NTU000ETT14000232,Nanyang Technological University,Proposed Retrofitting Existing Fume Hoods / Cupboards With Automatic Sash Door In Nanyang Technological University (NTU),2015-08-17,Awarded to Suppliers,ADVANCE LABORATORY SYSTEM ENGINEERING PTE. LTD.,2879966.0,na,MEDIA CENTRE,82,1/9/2019,L3,349567,GENTING LANE,62808488,200701895E,#03-04,ME01
NTU000ETT14000233,Nanyang Technological University,PROPOSED UPGRADING OF EXISTING WATER TANKS IN NANYANG TECHNOLOGICAL UNIVERSITY,2015-05-06,Awarded to Suppliers,HONG LAM ENGINEERING PTE LTD,1927439.0,na,na,5,1/3/2017,L2,319057,TOA PAYOH INDUSTRIAL PARK,63541990,198404135E,#01-1271,ME05
PUB000ETT14000301,Public Utilities Board,"Replacement of Pump Sets, VSD Control Panel, Pipes and Appurtenances at Meter Workshop",2015-01-26,Awarded to Suppliers,HONG LAM ENGINEERING PTE LTD,106034.0,na,na,5,1/3/2017,L2,319057,TOA PAYOH INDUSTRIAL PARK,63541990,198404135E,#01-1271,ME05
NTU000ETT14000273,Nanyang Technological University,"TENDER FOR PROPOSED NEW ONE-WAY EMERGENCY COMMUNICATION SYSTEM INSTALLATION FOR WKWSCI BUILDING & MAIN SOUTH SPINE, BLOCK S1, S2, S3, S4, S2.1, S2.2, S3.1, S3.2 BULDINGS AT NANYANG TECHNOLOGICAL UNIVERSITY",2015-05-08,Awarded to Suppliers,ISPL PTE LTD,1480000.0,na,Link @ AMK,3,1/4/2019,L5,569139,Ang Mo Kio Street 62,63481111,200206318G,#01-39,ME04
NTU000ETT14000275,Nanyang Technological University,"Proposed Additions & Alterations to Block N2, Basement 1c (Phase 2) for Division of Earth Sciences in Nanyang Technological University",2015-03-09,Awarded to Suppliers,CHIN KIONG CONSTRUCTION & ENGINEERING PTE LTD,1655888.0,na,YI GUANG FACTORY BUILDING,180,1/7/2018,B2,409032,PAYA LEBAR ROAD,67441322,198302639E,#03-06,CW01
NUSGMSETT16800019,Duke-NUS Medical School,Proposed addition and alteration works to level 2 and level 3 of Duke-NUS Medical School on Lot 4062P MK01 at 8 College Road,2016-10-21,Awarded to Suppliers,CHIN KIONG CONSTRUCTION & ENGINEERING PTE LTD,2120998.0,na,YI GUANG FACTORY BUILDING,180,1/7/2018,B2,409032,PAYA LEBAR ROAD,67441322,198302639E,#03-06,CW01
NTU000ETT14000277,Nanyang Technological University,Tender for Nominated Sub-Contract for Supply of Special Luminaire and Power Control System for Internal and Facade and All Associated Works for The Proposed New Sports Hall at Nanyang Technological University,2015-06-19,Awarded to Suppliers,LUXLIGHT PTE. LTD.,590949.0,na,HARBOURSIDE BUILDING 1,1,1/11/2018,L5,119843,BOON LEAT TERRACE,62788588,200504511W,#06-03,SY05
NTU000ETT15000002,Nanyang Technological University,"Proposed Additions & Alterations For Psychology Laboratory At Room 249, Innovation Centre In Nanyang Technological University",2015-03-31,Awarded to Suppliers,HONG JUN CONSTRUCTION PTE. LTD.,201250.0,na,WCEGA PLAZA,1,1/4/2019,C3,658064,BUKIT BATOK CRESCENT,66597933,201010882C,#06-05,CW01
NTU000ETT15000182,Nanyang Technological University,PROPOSED ADDITIONS & ALTERATIONS TO EXISTING PREMISES AT N4-B1C-17 & N4-B2C-06 FOR SCHOOL OF COMPUTER ENGINEERING IN NANYANG TECHNOLOGICAL UNIVERSITY,2015-11-13,Awarded to Suppliers,HONG JUN CONSTRUCTION PTE. LTD.,593000.0,na,WCEGA PLAZA,1,1/4/2019,C3,658064,BUKIT BATOK CRESCENT,66597933,201010882C,#06-05,CW01
NTU000ETT16000171,Nanyang Technological University,PROPOSED RENOVATION OF OFFICE FOR SCHOOL OF HUMANITIES AT HSS-03-84 IN NANYANG TECHNOLOGICAL UNIVERSITY,2016-11-03,Awarded to Suppliers,HONG JUN CONSTRUCTION PTE. LTD.,720000.0,na,WCEGA PLAZA,1,1/4/2019,C3,658064,BUKIT BATOK CRESCENT,66597933,201010882C,#06-05,CW01
NTU000ETT15000070,Nanyang Technological University,PROPOSED COVERED LINKWAY AT N3 & N4.1 LEVEL 2 AND EXTENDED SHELTER TO CAR PARK F DROP-OFF POINT IN NANYANG TECHNOLOGICAL UNIVERSITY,2015-05-25,Awarded to Suppliers,BUILD-MAX CONSTRUCTION PTE LTD,299035.0,na,YI GUANG FACTORY BUILDING,180,1/4/2018,C1,409032,PAYA LEBAR ROAD,67486848,198104579G,#11-03,CW01
NTU000ETT15000199,Nanyang Technological University,"Design, Supply, Delivery, Installation, Testing and Commissioning of Photovoltaic(PV)System in Nanyang Technological University, North Spine Academic Building(NSAB)",2015-12-30,Awarded to Suppliers,SOLARGY PTE. LTD.,263000.0,na,MIDVIEW CITY,20,1/1/2017,L5,573968,SIN MING LANE,65709001,200712995N,#04-65,ME03
NUSDEPETT16000405,National University of Singapore,Supply and Installation of Solar Photovoltaic (PV) Modules to the Proposed Deepwater Ocean Basin with Workshop and 4-storey Research Building at Prince Georges Park within the National University of Singapore,2017-03-15,Awarded to Suppliers,SOLARGY PTE. LTD.,965000.0,na,MIDVIEW CITY,20,1/1/2017,L5,573968,SIN MING LANE,65709001,200712995N,#04-65,ME03
NTU000ETT15000209,Nanyang Technological University,"Engineering, Procurement and Construction of Photovoltaic System on Roof-Top of Transfer Station Building at Semakau Island",2015-12-17,Awarded to Suppliers,CRIPTON ENVIRONMENTAL ENGINEERING (S) PTE. LTD.,290000.0,na,na,970,1/1/2019,L1,318992,TOA PAYOH NORTH,62516229,200719883Z,#02-01,ME11
NTU000ETT16000195,Nanyang Technological University,"Engineering, procurement and construction of photovoltaic systems with a rated capacity of 200 kWp on 6.4 ha plot located at Semakau Island Landfill (Refer attached)",2016-11-09,Awarded to Suppliers,CRIPTON ENVIRONMENTAL ENGINEERING (S) PTE. LTD.,400000.0,na,na,970,1/1/2019,L1,318992,TOA PAYOH NORTH,62516229,200719883Z,#02-01,ME11
NTU000ETT16000196,Nanyang Technological University,"Engineering, Procurement and Construction of Chain-Link Fence on 6.4 ha plot located at Semakau Landfill Island as part of the Renewable Energy Integration Demonstrator Singapore (REIDS) Project",2017-02-16,Awarded to Suppliers,CRIPTON ENVIRONMENTAL ENGINEERING (S) PTE. LTD.,220000.0,na,na,970,1/1/2019,L1,318992,TOA PAYOH NORTH,62516229,200719883Z,#02-01,ME11
NTU000ETT17000113,Nanyang Technological University,"Engineering, Procurement And Construction Of A Visitor Center As Part Of The Renewable Energy Integration Demonstrator Singapore (Reids) Project Of The Energy Research Institute @ NTU (Eri@N)",2017-08-25,Awarded to Suppliers,CRIPTON ENVIRONMENTAL ENGINEERING (S) PTE. LTD.,350000.0,na,na,970,1/1/2019,L1,318992,TOA PAYOH NORTH,62516229,200719883Z,#02-01,ME11
NTU000ETT15000214,Nanyang Technological University,Proposed Upgrading of Plumbing Works in Nanyang Technological University,2016-06-27,Awarded to Suppliers,YONG HOE ENTERPRISE PTE LTD,6299710.0,na,ENTERPRISE CENTRE,20,1/8/2017,C2,658080,BUKIT BATOK CRESCENT,62663627,199800039H,#09-15,CW01
NTU000ETT15000258,Nanyang Technological University,Supply and Commissioning of One Unit of Ultrasonic Disintegration (USD) System to Nanyang Environment and Water Research Institute,2015-12-30,Awarded to Suppliers,UES HOLDINGS PTE. LTD.,254000.0,na,UE BIZHUB CENTRAL,12,1/7/2019,B1,569088,ANG MO KIO STREET 64,68188188,196600065Z,#01-01,CW01
PUB000ETT15000069,Public Utilities Board,Jurong Water Reclamation Plant Phase 4 Expansion (Contract 1 - Liquids),2015-07-09,Awarded to Suppliers,UES HOLDINGS PTE. LTD.,37790000.0,na,UE BIZHUB CENTRAL,12,1/7/2019,B1,569088,ANG MO KIO STREET 64,68188188,196600065Z,#01-01,CW01
PUB000ETT15000073,Public Utilities Board,Process Upgrading and Equipment Replacement at Chestnut Avenue Waterworks,2015-10-30,Awarded to Suppliers,UES HOLDINGS PTE. LTD.,98580000.0,na,UE BIZHUB CENTRAL,12,1/7/2019,B1,569088,ANG MO KIO STREET 64,68188188,196600065Z,#01-01,CW01
NTU000ETT16000017,Nanyang Technological University,"PROPOSED CONSTRUCTION OF TWO (2) SETS OF BUS SHELTERS COMPLETE WITH BUS BAY ALONG NANYANG AVENUE, NANYANG TECHNOLOGICAL UNIVERSITY",2016-04-18,Awarded to Suppliers,ORION INTEGRATED SERVICES PTE. LTD.,126830.0,na,A'POSH BIZHUB,1,1/4/2018,C3,768160,YISHUN STREET 1,68365663,200809511K,#08-15,CW01
SPC000ETT15000031,Singapore Sports Council,Replacement of Metal Roofing at Clementi Swimming Complex,2015-10-28,Awarded to Suppliers,ORION INTEGRATED SERVICES PTE. LTD.,473260.0,na,A'POSH BIZHUB,1,1/4/2018,C3,768160,YISHUN STREET 1,68365663,200809511K,#08-15,CW01
SPC000ETT16000055,Singapore Sports Council,INVITATION TO TENDER FOR THE PROPOSED REPLACEMENT OF HIGH MAST AND FLOODLIGHTS (INCLUDING GENERAL WORKS) AT FARRER PARK TENNIS CENTRE AND YIO CHU KANG SWIMMING COMPLEX,2017-03-15,Awarded to Suppliers,ORION INTEGRATED SERVICES PTE. LTD.,375350.0,na,A'POSH BIZHUB,1,1/4/2018,C3,768160,YISHUN STREET 1,68365663,200809511K,#08-15,CW01
STB000ETT15000025,Singapore Tourism Board,TENDER FOR ADDITION AND ALTERATION (A&A) AND REPAIR AND REPLACEMENT WORKS AT THE F1 PIT BUILDING,2015-06-09,Awarded to Suppliers,ORION INTEGRATED SERVICES PTE. LTD.,350019.6,na,A'POSH BIZHUB,1,1/4/2018,C3,768160,YISHUN STREET 1,68365663,200809511K,#08-15,CW01
STB000ETT16000002,Singapore Tourism Board,Tender for Replacement of Roof Gutters at Pit Building,2016-04-06,Awarded to Suppliers,ORION INTEGRATED SERVICES PTE. LTD.,198120.0,na,A'POSH BIZHUB,1,1/4/2018,C3,768160,YISHUN STREET 1,68365663,200809511K,#08-15,CW01
NTU000ETT16000033,Nanyang Technological University,"PROPOSED UPGRADING WORKS TO 4 TERRACE UNITS AND 2 BLOCKS COMPRISING OF 24 APARTMENT UNITS AT NANYANG VALLEY, NANYANG TECHNOLOGICAL UNIVERSITY",2016-06-15,Awarded to Suppliers,TKS ENGINEERING PTE. LTD.,1391639.0,na,EUNOS TECHPARK,60,1/1/2018,C1,415979,KAKI BUKIT PLACE,68440905,200818258R,#02-17,CW01
NTU000ETT16000060,Nanyang Technological University,"PROPOSED RENOVATION TO TOILETS AT ACADEMIC COMPLEX SOUTH, NANYANG TECHNOLOGICAL UNIVERSITY",2016-07-07,Awarded to Suppliers,UNIQUETECH PTE. LTD.,997000.0,na,na,22,1/12/2018,C1,738734,WOODLANDS LINK,68779369,200204966D,#04-39,CW01
NTU000ETT17000064,Nanyang Technological University,"PROPOSED RENOVATION TO TOILETS AT ACADEMIC COMPLEX NORTH & SOUTH, NANYANG TECHNOLOGICAL UNIVERSITY",2017-07-03,Awarded to Suppliers,UNIQUETECH PTE. LTD.,1447000.0,na,na,22,1/12/2018,C1,738734,WOODLANDS LINK,68779369,200204966D,#04-39,CW01
NTU000ETT17000127,Nanyang Technological University,"TERM CONTRACT FOR ADDITION, ALTERATION AND MISCELLANEOUS WORKS IN NANYANG TECHNOLOGICAL UNIVERSITY (NTU) FOR A PERIOD OF TWO YEARS AND AT NTU'S OPTION, TO EXTEND FOR ANOTHER TWO YEARS",2017-10-20,Awarded to Suppliers,UNIQUETECH PTE. LTD.,3893400.0,na,na,22,1/12/2018,C1,738734,WOODLANDS LINK,68779369,200204966D,#04-39,CW01
PAS000ETT14000193,People's Association,Term Contract For Building Works At Various Community Buildings/Clubs/Centres In South West Community Development Division For A Period Of Two (2) Years With An Option To Extend For Another Two (2) Years,2015-01-19,Awarded to Suppliers,UNIQUETECH PTE. LTD.,1.0,na,na,22,1/12/2018,C1,738734,WOODLANDS LINK,68779369,200204966D,#04-39,CW01
NTU000ETT16000076,Nanyang Technological University,PROPOSED UPGRADING OF MECHANICAL AND ELECTRICAL SERVICES AT NANYANG EXECUTIVE CENTRE IN NANYANG TECHNOLOGICAL UNIVERSITY (NTU),2017-02-07,Awarded to Suppliers,SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,1043000.0,na,na,10,1/1/2019,C1,757695,ADMIRALTY STREET,64822633,199003785K,#04-08,CW01
NYP000ETT15000009,Nanyang Polytechnic,Replacement of Air Handling Units Air Conditioning System Equipment,2015-06-11,Awarded to Suppliers,SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,1327700.0,na,na,10,1/1/2019,C1,757695,ADMIRALTY STREET,64822633,199003785K,#04-08,CW01
URA000ETT16000021,Urban Redevelopment Authority,"Term Contract For Servicing, Non-Comprehensive Maintenance And Minor Works Of Air-Conditioning And Mechanical Ventilation (ACMV) Systems At The URA Centre, The URA Centre East Wing And URA Pasir Ris Bungalows For A Period Of Three (3) Years With Option To Extend For Another Three (3) Years",2016-07-14,Awarded to Suppliers,SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,431693.1,na,na,10,1/1/2019,C1,757695,ADMIRALTY STREET,64822633,199003785K,#04-08,CW01
NTU000ETT16000095,Nanyang Technological University,Supply and Commissioning of One new unit of Dicing Saw System to School of Electrical and Electronic Engineering (EEE),2016-08-04,Awarded to Suppliers,DNIV INT'L PTE LTD,167646.87,na,MIDVIEW CITY,26,1/7/2018,L3,573971,SIN MING LANE,64833386,199706830C,#04-125,SY08
NTU000ETT16000100,Nanyang Technological University,"DESIGN, SUPPLY AND INSTALLATION OF KITCHEN EQUIPMENT TO SUPPORT F&B BISTRO, BAR AND EVENTS CATERING SERVICES AT NTU ALUMNI HOUSE @ MARINA SQUARE",2016-07-28,Awarded to Suppliers,Q'SON KITCHEN EQUIPMENT PTE LTD,148340.0,na,TANGLIN HALT INDUSTRIAL ESTATE,115A,1/11/2018,L2,149596,COMMONWEALTH DRIVE,64727337,199607070H,#01-27,ME11
NTU000ETT16000103,Nanyang Technological University,Supply and Commissioning of Column Trial Construction and Services to Nanyang Environment and Water Research Institute R3C Project: NEA-IBA(Dr Yin Ke-R3C),2016-08-24,Awarded to Suppliers,AWE ENVIRONMENTAL SYSTEMS PTE LTD,419290.0,na,na,36,1/7/2019,L1,648759,WESTWOOD CRESCENT,63148827,199905188C,na,SY08
NTU000ETT16000146,Nanyang Technological University,PROPOSED ADDITIONS OF A SINGLE STOREY MARINE MICROBIAL LABORATORY FACILITY FOR ASIAN SCHOOL OF THE ENVIRONMENT AT 2ND BASEMENT OF BLOCK N1.1 IN NANYANG TECHNOLOGICAL UNIVERSITY,2016-11-18,Awarded to Suppliers,RC M&E PTE. LTD.,449863.0,na,NORTHSPRING BIZHUB,7,1/4/2018,C1,768162,YISHUN INDUSTRIAL STREET  1,67104130,200819383K,#04-49,CW01
SPO000ETT15000109,Singapore Polytechnic,ED15/0210 Proposed renovation to food fermentation lab at T11B305 and food processing lab at T11B102 at Singapore Polytechnic,2015-09-22,Awarded to Suppliers,RC M&E PTE. LTD.,407300.0,na,NORTHSPRING BIZHUB,7,1/4/2018,C1,768162,YISHUN INDUSTRIAL STREET  1,67104130,200819383K,#04-49,CW01
SPO000ETT15000110,Singapore Polytechnic,ED15/0193-V1 Proposed renovation to geomatics lab at T3A02 at Singapore Polytechnic,2015-10-21,Awarded to Suppliers,RC M&E PTE. LTD.,380000.0,na,NORTHSPRING BIZHUB,7,1/4/2018,C1,768162,YISHUN INDUSTRIAL STREET  1,67104130,200819383K,#04-49,CW01
NTU000ETT16000157,Nanyang Technological University,"PROPOSED 66KV TRANSFORMER MAJOR SERVICING, REPLACEMENT OF AUTOMATIC VOLTAGE REGULATOR AND TRANSFORMER OIL IN NANYANG TECHNOLOGICAL UNIVERSITY",2017-03-02,Awarded to Suppliers,YL INTEGRATED PTE. LTD.,995000.0,na,MIDVIEW CITY,20,1/1/2018,L5,573968,SIN MING LANE,65703113,201023218W,#05-64,ME05
NTU000ETT16000179,Nanyang Technological University,PROPOSED RE-TILING TO ACADEMIC COMPLEX NORTH AT NANYANG TECHNOLOGICAL UNIVERSITY,2017-02-02,Awarded to Suppliers,SUN JIN HONG CONSTRUCTION PTE. LTD.,855985.0,na,WCEGA PLAZA,1,1/12/2018,C1,658064,BUKIT BATOK CRESCENT,63582181,200307116R,#06-36,CW01
NTU000ETT16000194,Nanyang Technological University,Supply and Installation of Stainless Steel SS304 2B ETFE Ductworks and accessories and Exhaust Fans to School of Electrical and Electronic Engineering (EEE),2017-02-14,Awarded to Suppliers,TCP GLOBAL PTE. LTD.,118800.0,na,LOYANG INDUSTRIAL ESTATE,30,1/8/2019,C3,508769,LOYANG WAY,62955787,201101058N,#02-03,CW01
NTU000ETT16000228,Nanyang Technological University,TERM CONTRACT FOR DAILY CLEANING AND WASHING TO THE HALLS OF RESIDENCE 8 TO 11 FOR A PERIOD OF TWENTY-FOUR (24) MONTHS AND AT NTU'S OPTION TO EXTEND FOR ANOTHER TWO (02) YEARS FOR NANYANG TECHNOLOGICAL UNIVERSITY,2016-12-19,Awarded to Suppliers,TITAN FACILITIES MANAGEMENT PTE. LTD.,2012000.0,na,TAGORE BUILDING,6,1/4/2018,L5,787623,TAGORE DRIVE,64593420,200601076K,#B1-03,MW02
SCO000ETT16000016,Singapore Corporation of Rehabilitative Enterprises,Provision of general cleaning services for the period of 2 years with an option to extend 2 years,2016-08-30,Awarded to Suppliers,TITAN FACILITIES MANAGEMENT PTE. LTD.,664200.0,na,TAGORE BUILDING,6,1/4/2018,L5,787623,TAGORE DRIVE,64593420,200601076K,#B1-03,MW02
NTU000ETT16000256,Nanyang Technological University,Proposed Renovation of Space at HSS-02-36 to Staff Lounge For School of Humanities & Social Sciences in Nanyang Technological University,2017-02-07,Awarded to Suppliers,HUASON CONSTRUCTION PTE LTD,273702.0,na,BRADDELL TECH,15,1/1/2018,B2,319262,LORONG 8 TOA PAYOH,62543018,199102849E,#02-09,CW01
